video,candidato,date,id,title,view_count,like_count,webpage_url,init_min,end_min,transcribe
https://www.youtube.com/watch?v=8WvjjfUhMpQ,molano,13/08/2023,8WvjjfUhMpQ,Debate: cara a cara de candidatos a la Alcaldía de Bogotá 2023 | Semana Noticias,781806,8676.0,https://www.youtube.com/watch?v=8WvjjfUhMpQ,00:05:33,00:06:33," Bogotá está hecho un caos, un caos en una inseguridad rampante que tiene a los bogotanos llenos de miedo, a los padres de familia que se quedan con el corazón en la mano cuando sus hijos salen al colegio, a las mujeres en el transmilenio con la gran preocupación de ser acosadas, abusadas potencialmente en alguna estación y especialmente a todos aquellos que se mueven por la ciudad porque pueden ser atracados o robados por unos motoladrones o los comerciantes extorsionados. Los bogotanos estamos tras las rejas y deben ser los criminales quienes estén tras las rejas. Tres propuestas para tres problemas grandes. En Bogotá los delincuentes no están en la cárcel, están en la calle burlándose de los ciudadanos. Construiremos una megacárcel para esos sindicados, para que quienes todos los días atracan y roban y luego se burlan de los colombianos y de los bogotanos y de los policías que los capturó, se queden allí, incluyendo allí a los venezolanos criminales. Los venezolanos de bien los vamos a apoyar, pero los venezolanos que atracan, roban los vamos a llevar a la cárcel."
https://www.youtube.com/watch?v=8WvjjfUhMpQ,molano,13/08/2023,8WvjjfUhMpQ,Debate: cara a cara de candidatos a la Alcaldía de Bogotá 2023 | Semana Noticias,781806,8676.0,https://www.youtube.com/watch?v=8WvjjfUhMpQ,00:06:33,0:07:15," los deportamos. En segundo término, hay que desmantelar las 220 bandas, el Tren de Aragua, los maracuchos, los paisas, los camilos. Vamos a hacer que ellos en cada barrio que hoy está tomado por ellos hay un desmantelamiento de cada uno, capturados, judicializados y luego una acción social pertinente en cada barrio. Y finalmente recuperaremos parques y colegios para los jóvenes, para los niños y las familias. Fui ministro de Defensa, logramos la tasa más baja de homicidios cuando cerramos el año pasado en Bogotá y en el país, capturamos a los primeros delincuentes, incluyendo al trabajo bueno que hizo bajo mi mando el general Vargas. Pero especialmente vamos a garantizar que en Bogotá los ciudadanos vivan con tranquilidad y recuperen la posibilidad de vivir."
https://www.youtube.com/watch?v=8WvjjfUhMpQ,oviedo,13/08/2023,8WvjjfUhMpQ,Debate: cara a cara de candidatos a la Alcaldía de Bogotá 2023 | Semana Noticias,781806,8676.0,https://www.youtube.com/watch?v=8WvjjfUhMpQ,00:07:18,00:08:18," Muy buenas noches. En nuestro caso queremos expresarles que venimos de recorrer Bogotá 24 horas continuas y efectivamente confirmamos que la seguridad es una prioridad, pero lo que está clamando la gente es autoridad. Pero esa autoridad no es hablando más duro, es teniendo la legitimidad de que efectivamente podemos definir en un plan de 100 días cómo vamos a recuperar algunos indicadores de seguridad. Y para eso, qué mejor que las estadísticas que nos dicen que el 50 o 60 por ciento de los delitos de alto impacto están concentrados en Bosa, Kennedy, Ciudad Bolívar, en Cativá, Suba. Y para eso vamos a instalar un PMU en cada una de sus localidades, trabajando 24 horas al día, siete días a la semana para poder tener acciones efectivas que no sólo atientan a los delincuentes, sino que también nos permitan con uso de inteligencia.  inteligencia en esos 100 días, saber quiénes y dónde están esos objetivos de alto valor dentro de las cadenas criminales que nosotros estamos observando en la ciudad. Eso es efectividad y a eso se le suma la tecnología de la infraestructura de videovigilancia que aceleraremos las inversiones en Bogotá. A eso le sumamos convivencia, Transmilenio, zona segura. Necesitamos que la policía haga presencia en el sistema de transporte. Y finalmente, reconciliación entre los jóvenes y la policía para recuperar la legitimidad de la autoridad policial en Bogotá."
https://www.youtube.com/watch?v=8WvjjfUhMpQ,galan,13/08/2023,8WvjjfUhMpQ,Debate: cara a cara de candidatos a la Alcaldía de Bogotá 2023 | Semana Noticias,781806,8676.0,https://www.youtube.com/watch?v=8WvjjfUhMpQ,00:08:56,00:09:56," La política de seguridad de este gobierno es un fracaso, el gobierno de Claudia López, y lo sentimos en la calle todos los días. Yo pienso en esas madres que se angustian cuando salen sus hijos de rumba, no saben si van a regresar. Pienso también en los jóvenes angustiados, muchas veces estigmatizados. El reto es enfrentar esto con contundencia, con autoridad y lo vamos a hacer con tres elementos fundamentales. El primero es cambiar el enfoque de la política de seguridad. Hay que enfrentar las bandas delincuenciales. Esos hurtos, ese celular que se roban en la calle, hace parte de un mercado ilegal. Si uno solamente ataca el ladrón de la calle y no desarticula a toda la banda, no está logrando mucho y esa persona va a ser liberada inmediatamente. Entonces tenemos que enfocar nuestros esfuerzos en investigación criminal y en inteligencia para fortalecer esa capacidad. El segundo tema fundamental es trabajar para utilizar las herramientas que tenemos de mejor manera y para eso la tecnología es clave."
https://www.youtube.com/watch?v=8WvjjfUhMpQ,galan,13/08/2023,8WvjjfUhMpQ,Debate: cara a cara de candidatos a la Alcaldía de Bogotá 2023 | Semana Noticias,781806,8676.0,https://www.youtube.com/watch?v=8WvjjfUhMpQ,00:09:56,0:10:34," de la policía, de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía de la policía"
https://www.youtube.com/watch?v=8WvjjfUhMpQ,molano,13/08/2023,8WvjjfUhMpQ,Debate: cara a cara de candidatos a la Alcaldía de Bogotá 2023 | Semana Noticias,781806,8676.0,https://www.youtube.com/watch?v=8WvjjfUhMpQ,00:19:40,00:20:40," Vicky y bogotanos, claro que la política de paz total es responsable de lo que está pasando hoy en Bogotá, porque cuando usted da la señal de que va a pagar por no matar y que va a amnistiar a todas las bandas, se nos llenó de bandas la ciudad. Y Rodrigo, es que hace un año Bogotá no era una ciudad tranquila como Suiza, pero hoy pregúntelo a un bogotano si no se siente más inseguro hoy, porque aquí en Bogotá gracias a la paz total aparecieron los avisos del clan del Golfo, aparecieron los avisos de las disidencias de las Farc, aparecieron los avisos del ELN y están extorsionando las localidades. Fue este gobierno que confundió la paz total con una política que es de irresponsabilidad total en seguridad. Y si a eso le sumamos lo que hizo la alcaldesa de echarle encima a la ciudadanía, a la policía y no respetarla, se dispararon todos los índices. Pero déjeme decirle una cosa, nosotros terminamos con la cifra de homicidios más baja en los últimos 10 años en Bogotá. Nosotros desmantelamos esas bandas. O no ha estado Tony Heloy extraditado el máximo narcotraficante."
https://www.youtube.com/watch?v=8WvjjfUhMpQ,molano,13/08/2023,8WvjjfUhMpQ,Debate: cara a cara de candidatos a la Alcaldía de Bogotá 2023 | Semana Noticias,781806,8676.0,https://www.youtube.com/watch?v=8WvjjfUhMpQ,00:20:40,0:21:07," Y no montamos nosotros un plan 5 del microtráfico también a nivel nacional y aquí la alcaldesa no lo quiso aplicar. Por eso yo voy a venir acá a aplicar un plan para desmantelar olla por olla, para recuperar parque por parque, para garantizarle los colegios a las familias y a los jóvenes. Nosotros sí lo hicimos a nivel nacional, la alcaldesa no lo quiso hacer. A usted le queda muy fácil decir yo ya hice una ley, vaya a trabajar en las calles, yo ya saqué un acuerdo, ¿cuánto control político hizo a Bogotá para que no pasara lo que está pasando hoy?"
https://www.youtube.com/watch?v=8WvjjfUhMpQ,galan,13/08/2023,8WvjjfUhMpQ,Debate: cara a cara de candidatos a la Alcaldía de Bogotá 2023 | Semana Noticias,781806,8676.0,https://www.youtube.com/watch?v=8WvjjfUhMpQ,00:21:58,00:22:58," de las elecciones. ¿qué pasa con la política? primero, frente a la propuesta del presidente que nos dice aquí el doctor Gustavo Bolívar que él la diseñó también, yo estoy totalmente en desacuerdo, yo creo que es absurdo plantear darle un millón de pesos a un joven para que no asesine. no está de acuerdo usted. no estoy de acuerdo. tenemos que diseñar políticas mucho más efectivas que ayuden al joven a construir un proyecto de vida, no es darle una plata y no delinca y ya, no, ayudémoslo a involucrar en el sistema educativo, a que enfrente los retos que tiene, hay jóvenes que son reclutados por bandas delincuenciales, que son reclutados por bandas delincuenciales, porque están en situación de vulnerabilidad, mi gobierno más a trabajar con esos jóvenes, no con plata, sino ayudándoles a entrar a la educación, a conseguir un empleo, esa es la clave. pero segundo Vicky, yo creo que mencionaba también Gustavo Bolívar al tema de los policías, claro que necesitamos más policías, Bogotá necesita más policías, pero yo le pregunto, ¿y este gobierno qué? ¿este gobierno Gustavo Petro qué? ¿va a aumentar? lo que hizo fue reducir los policías, Bogotá tenía más policías, Bogotá tenía más policías, Bogotá tenía más policías, Bogotá tenía más policías, Bogotá tenía más policías, Bogotá tenía más policías, Bogotá tenía más policías, Bogotá tenía más policías, Bogotá tenía más policías, Bogotá tenía más policías, Bogotá tenía más policías, Bogotá tenía más policías, Bogotá tenía más policías, Bogotá tenía más policías, Bogotá tenía más policías, Bogotá tenía más policías, Bogotá tenía más policías, Bogotá tenía más policías, Bogotá tenía más policías, Bogotá tenía más policías, Bogotá tenía más policías, Bogotá tenía más policías, Bogotá tenía más policías, Bogotá tenía más policías, Bogotá tenía más policías, Bogotá tenía más policías, Bogotá tenía más policías, Bogotá tenía  y es un buen mensaje que usted le debe dar al presidente."
https://www.youtube.com/watch?v=8WvjjfUhMpQ,oviedo,13/08/2023,8WvjjfUhMpQ,Debate: cara a cara de candidatos a la Alcaldía de Bogotá 2023 | Semana Noticias,781806,8676.0,https://www.youtube.com/watch?v=8WvjjfUhMpQ,00:24:53,00:25:53," Yo creo que esta es la prueba de que hace falta escuchar a la Junta de Bogotá. La Junta de Bogotá salió a la manifestación social porque no había educación, no había empleo y adicionalmente estaban pasando hambre porque las personas que los mantenían no tenían la capacidad de generar empleo por la pandemia. Por consiguiente, los jóvenes no están pidiendo que les den plata por no matar. O sea, ¿usted no está de acuerdo tampoco con ese millón de pesos? No estoy de acuerdo y lo que yo creo es que verdaderamente el presidente de la República debería considerar que los jóvenes y en particular es lo que queremos hacer nosotros en Bogotá, los jóvenes quieren educación flexible, quieren empleo que reconozca sus trayectorias de aprendizaje y quieren emprendimiento que sea pertinente frente a sus expectativas. Ese es un verdadero programa interruptor de violencia en Bogotá y eso es lo que nosotros proponemos. La seguridad y la no violencia…  no tienen color político, no son ni izquierda, ni derecha, ni arriba, ni abajo. Necesitamos respuestas concretas y sobre todo que atiendan la necesidad de la juventud bogotana."
https://www.youtube.com/watch?v=8WvjjfUhMpQ,molano,13/08/2023,8WvjjfUhMpQ,Debate: cara a cara de candidatos a la Alcaldía de Bogotá 2023 | Semana Noticias,781806,8676.0,https://www.youtube.com/watch?v=8WvjjfUhMpQ,00:30:59,00:31:59," Vicky, es que este tema de las bandas es un tema que se disparó en el último año por la señal que dio la política de paz total. Cuando inmediatamente el presidente dice que va a pagar un millón de pesos por no matar, encontramos que de los últimos 18 homicidios que se dieron en Bogotá, 14 son de menores de edad, porque las bandas los están reclutando ilegalmente, porque las bandas los están utilizando para el tráfico de estupefacientes. Por eso lo que nosotros proponemos es, primero, desmantelemos las bandas, no dejemos que ellos estén ahí atracando, robando y utilizando, instrumentalizando a los jóvenes en la ciudad. Y esos son 220 bandas que no vamos a poder garantizar la tranquilidad de los bogotanos si no las desmantelamos. Y por eso lo que nosotros proponemos es cómo recuperamos parques y colegios para los ciudadanos, los colegios están llenos de tráfico de estupefacientes, los profesores agredidos. Y lo que nosotros proponemos es desmantelar las bandas, cada una de ellas, y un gran programa de prevención de delincuencia y de prevención de jóvenes para que utilicen el tiempo libre con una tarjeta de tiempo libre. Eso sí es lo que queremos lograr. nan"
